201.032, 399.550, 810.287, 987.368, 396.805, 935.191, 1221.342, 987.405, -107.604, -287.981, 214.964, 987.321, 504.409, 1223.172, 1006.378, 0.084,


241.054, 530.279, 826.837, 987.368, 589.443, 996.862, 1128.500, 987.438, -12.444, -13.481, 579.317, 987.311, 601.887, 1010.343, 549.183, 0.127,


855.183, 289.128, -203.557, 987.305, 1255.929, 923.174, 201.910, 987.379, 380.457, -213.683, -508.679, 987.230, 875.472, 1136.857, 710.589, 0.148,


-660.002, 724.125, 184.781, 987.189, -436.882, 1297.348, 481.595, 987.220, -844.301, 107.482, 13.847, 987.150, 407.419, 1189.866, 467.748, 0.071,


129.204, 688.007, 544.754, 987.313, 342.881, 1388.848, 931.958, 987.364, -87.047, -61.610, 247.782, 987.260, 429.928, 1450.458, 684.176, 0.104,


314.113, 255.474, -1005.884, 987.202, 451.278, 508.130, -794.525, 987.242, 215.391, -149.633, -1283.440, 987.153, 235.887, 657.763, 488.915, 0.089,


215.110, -332.017, -761.908, 987.141, 398.574, 71.431, -573.156, 987.184, 111.142, -540.094, -1003.877, 987.106, 287.432, 611.525, 430.721, 0.078,


241.578, 290.982, -1002.328, 987.069, 374.540, 444.385, -842.715, 987.095, 128.161, -65.331, -1230.736, 987.044, 246.379, 509.716, 388.021, 0.051,


919.709, 155.885, 78.989, 987.119, 1410.991, 691.130, 318.664, 987.150, 410.835, -298.839, -67.344, 987.075, 1000.156, 989.969, 386.008, 0.075,


43.456, 555.387, 842.678, 987.062, 238.022, 952.698, 1030.229, 987.113, -153.842, -62.647, 581.025, 987.016, 391.864, 1015.345, 449.204, 0.097,


68.985, 419.290, 827.422, 987.156, 250.039, 1120.021, 1166.015, 987.205, -134.322, -195.261, 406.565, 987.118, 384.361, 1315.282, 759.450, 0.087,


125.623, 596.153, 810.958, 987.094, 315.797, 988.200, 918.355, 987.163, -19.459, 34.770, 634.461, 987.044, 335.256, 953.430, 283.894, 0.119,


-326.381, -36.472, 899.799, 987.156, 102.907, 131.394, 1094.889, 987.169, -714.432, -226.615, 676.246, 987.141, 817.339, 358.009, 418.643, 0.028,


51.472, -172.636, 988.676, 987.160, 311.527, 204.228, 1214.998, 987.183, -480.009, -360.937, 864.797, 987.143, 791.536, 565.165, 350.201, 0.040,


-317.920, 28.017, 966.289, 987.279, 295.972, 290.055, 1086.959, 987.307, -631.533, -444.080, 840.336, 987.247, 927.505, 734.135, 246.623, 0.060,


-55.254, -204.082, 963.983, 987.267, 197.884, 126.575, 1046.089, 987.291, -323.239, -447.252, 803.614, 987.238, 521.123, 573.827, 242.475, 0.053,


1.488, -38.259, 1015.327, 987.059, 4.209, -36.051, 1015.833, 987.071, 0.061, -40.748, 1014.796, 987.047, 4.148, 4.697, 1.037, 0.024,


-92.988, 209.212, 921.484, 987.104, 628.971, 453.657, 1091.412, 987.148, -738.039, -195.749, 805.993, 987.064, 1367.010, 649.406, 285.419, 0.084,


-251.174, 434.113, -626.580, 987.455, 257.420, 1131.672, -84.241, 987.521, -768.051, -112.301, -1183.278, 987.381, 1025.471, 1243.973, 1099.037, 0.140,


133.773, -402.289, 843.380, 987.263, 699.426, -114.802, 1090.741, 987.285, -504.592, -630.801, 656.665, 987.238, 1204.018, 515.999, 434.076, 0.047,


-927.999, -16.135, -345.004, 987.446, -785.985, 13.664, 59.597, 987.507, -1010.038, -75.030, -640.988, 987.405, 224.053, 88.694, 700.585, 0.101,


963.526, 31.049, 172.581, 987.376, 1078.236, 155.367, 614.514, 987.420, 839.299, -83.692, -130.540, 987.351, 238.937, 239.059, 745.054, 0.069,


824.537, 70.095, 569.221, 987.447, 986.248, 135.481, 759.084, 987.515, 732.244, -0.976, 391.986, 987.375, 254.004, 136.457, 367.098, 0.139,


-879.144, -220.466, 206.717, 987.353, -690.215, 38.674, 454.572, 987.413, -973.194, -370.697, -112.179, 987.302, 282.979, 409.371, 566.751, 0.111,


-213.189, -246.885, 748.415, 987.689, -105.408, -28.731, 1094.889, 987.762, -298.534, -477.630, 493.429, 987.632, 193.126, 448.899, 601.460, 0.130,


-6.692, 181.707, 1199.730, 987.684, 56.730, 308.233, 1394.765, 987.729, -119.987, 105.713, 849.669, 987.642, 176.717, 202.520, 545.096, 0.088,


-244.787, -201.233, 783.905, 987.604, -151.402, 24.583, 1093.791, 987.651, -319.518, -487.512, 466.955, 987.571, 168.116, 512.095, 626.836, 0.079,


-160.137, 173.826, 1070.465, 987.655, 62.342, 502.762, 1653.649, 987.708, -370.392, -68.137, 621.712, 987.609, 432.734, 570.899, 1031.937, 0.098,


636.053, -330.711, 81.917, 987.620, 1200.602, -48.190, 522.221, 987.648, 263.764, -614.148, -752.801, 987.579, 936.838, 565.958, 1275.022, 0.069,


-932.519, 145.162, -343.351, 987.583, -376.675, 402.661, -153.903, 987.598, -1441.613, -330.010, -504.043, 987.554, 1064.938, 732.671, 350.140, 0.044,


521.184, -555.710, 44.573, 987.595, 977.586, -252.296, 518.866, 987.628, 279.990, -769.820, -591.517, 987.544, 697.596, 517.524, 1110.383, 0.083,


-0.494, -357.936, -1011.209, 987.600, 157.868, -213.866, -610.305, 987.632, -136.823, -561.871, -1285.453, 987.563, 294.691, 348.005, 675.148, 0.070,


-590.242, -203.526, 671.244, 987.683, -520.269, 52.948, 751.947, 987.710, -660.142, -296.277, 625.616, 987.644, 139.873, 349.225, 126.331, 0.066,


-33.818, -73.279, -1115.775, 987.685, 140.361, 42.151, -803.126, 987.734, -183.732, -284.809, -1448.933, 987.635, 324.093, 326.960, 645.807, 0.099,


784.582, -241.035, 240.907, 987.625, 1457.107, 170.434, 389.546, 987.650, 447.679, -623.298, 99.125, 987.587, 1009.428, 793.732, 290.421, 0.063,


-1013.930, 65.270, 12.273, 987.782, -508.191, 230.763, 124.257, 987.803, -1510.116, -256.627, -120.170, 987.764, 1001.925, 487.390, 244.427, 0.039,

